feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X1.3.3.11.Pyrroloquinoline.quinone.synthase	Age	Age	0.0830843816972597	0.0222280635300693	134	25	0.00102692841691107	0.170367424365546
X2.5.1.47.Cysteine.synthase	Group2	never_flared	0.195768033434368	0.0582753234635564	134	134	0.00102555301761307	0.170367424365546
X3.1.1.81.Quorum.quenching.N.acyl.homoserine.lactonase	Age	Age	-0.114425813905471	0.0308112064159247	134	110	0.000905111125649169	0.170367424365546
X3.2.1.35.Hyaluronoglucosaminidase	Age	Age	-0.0985253729408116	0.0273574315896627	134	104	0.000974878345725765	0.170367424365546
X3.4.21.96.Lactocepin	Age	Age	-0.0745284888555186	0.0221770085948891	134	99	0.00102127770747562	0.170367424365546
X3.5.1.9.Arylformamidase	Age	Age	-0.0542064381864043	0.0143063565884771	134	127	0.000892854132031187	0.170367424365546
X3.5.99.3.Transferred.entry.3.5.4.43	Age	Age	-0.0845708929077695	0.0230222787408396	134	123	0.000934757710748504	0.170367424365546
X3.4.21.96.Lactocepin	Group2	never_flared	2.1865166133884	0.653343270386477	134	99	0.00106977697909092	0.171750968546307
X6.3.5.3.Phosphoribosylformylglycinamidine.synthase	Gender	Male	0.159537539265748	0.0485901653737171	134	134	0.00131806405972584	0.205000150789234
X1.1.1.61.4.hydroxybutyrate.dehydrogenase	Age	Age	-0.145695389951877	0.0416814397918243	134	86	0.00142668664665424	0.206364922563456
X1.12.7.2.Ferredoxin.hydrogenase	Age	Age	-0.0628168708062541	0.0183574338257389	134	134	0.0017482624186236	0.206364922563456
X1.17.5.2.Caffeine.dehydrogenase	Age	Age	-0.102809443725574	0.0293491958702438	134	50	0.00146572161644859	0.206364922563456
X1.21.4.3.Sarcosine.reductase	Age	Age	-0.0965983774229486	0.0283802252539422	134	113	0.00168275062175287	0.206364922563456
X2.3.1.28.Chloramphenicol.O.acetyltransferase	Age	Age	-0.0651274145865825	0.0183224707154306	134	134	0.00149304877439684	0.206364922563456
X2.3.1.89.Tetrahydrodipicolinate.N.acetyltransferase	Age	Age	-0.0514679957228662	0.0149658177293377	134	133	0.0016047781567947	0.206364922563456
X2.4.2.3.Uridine.phosphorylase	Gender	Male	-0.498163010725618	0.155477946151406	134	134	0.00170460467704215	0.206364922563456
X3.5.1.54.Allophanate.hydrolase	Gender	Male	2.11021655130066	0.621073244612318	134	96	0.00178293985738972	0.206364922563456
X3.5.1.91.N.substituted.formamide.deformylase	Age	Age	-0.0614479718919855	0.0179045210576524	134	134	0.00177312792445762	0.206364922563456
X4.2.1.20.Tryptophan.synthase	Group2	never_flared	0.297512459638481	0.0880216298344482	134	134	0.00166430290803485	0.206364922563456
X6.1.1.18.Glutamine..tRNA.ligase	Group2	never_flared	0.346783228220767	0.10340398983543	134	134	0.0016715229038932	0.206364922563456
X3.6.3.44.Transferred.entry.7.6.2.2	Group2	never_flared	-0.959535757211783	0.29176664331612	134	134	0.0019295826501115	0.218262110218295
X1.18.1.3.Ferredoxin..NAD....reductase	Age	Age	-0.10185900005394	0.0303324481353051	134	124	0.0021756151835455	0.230383761032041
X2.1.3.1.Methylmalonyl.CoA.carboxytransferase	Age	Age	-0.0504617307746722	0.0149809877116905	134	133	0.00216760627398575	0.230383761032041
X2.7.1.100.S.methyl.5.thioribose.kinase	Age	Age	-0.073880087023604	0.0218482157362398	134	126	0.00215005111211884	0.230383761032041
X2.8.3.9.Butyrate..acetoacetate.CoA.transferase	Age	Age	-0.0765201954772512	0.0226686502094101	134	123	0.00224288379875784	0.232559013883704
X1.1.1.244.Methanol.dehydrogenase	Age	Age	-0.0783093476841329	0.0236907390329789	134	124	0.00232994160520879	0.236655497329064
X7.2.4.1.Carboxybiotin.decarboxylase	Age	Age	-0.107153379434083	0.0324950691755699	134	91	0.00238134792565328	0.237039372519527
