# features	A001_0_h_CD_1	A005_2XSw_0_h_CD	A007_0_h_CD_1	A011_0_h_CD_1	A020_2XSw_0_h_CD	SH_069	SH_209	SH_211	SH_208	SH_210	SH_201	SH_216	SH_204	SH_207	SH_203	SH_215	SH_217	SH_012	SH_044	SH_108	SH_195	SH_252	SH_093	SH_237	SH_503	SH_045	SH_248	SH_064	SH_089	SH_136	SH_232	SH_024	SH_047	SH_087	SH_142	SH_164	SH_199	SH_250	SH_091	SH_123	SH_013	SH_124	SH_227	SH_011	SH_107	SH_200	SH_111	SH_212	SH_053	SH_029	SH_043	SH_077	SH_129	SH_148	SH_245	SH_021	SH_059	SH_104	SH_138	SH_058	SH_125	SH_079	SH_017	SH_050	SH_103	SH_198	SH_234	SH_501	SH_033	SH_071	SH_240	SH_031	SH_063	SH_112	SH_133	SH_002	SH_028	SH_039	SH_095	SH_141	SH_235	SH_022	SH_054	SH_096	SH_153	SH_193	SH_032	SH_060	SH_146	SH_236	SH_034	SH_109	SH_119	SH_154	SH_162	SH_247	SH_042	SH_110	SH_151	SH_238	SH_051	SH_086	SH_015	SH_073	SH_144	SH_084	SH_150	SH_068	SH_085	SH_113	SH_143	SH_242	SH_094	SH_253	SH_016	SH_061	SH_127	SH_166	SH_230	SH_500	SH_082	SH_152	SH_239	SH_014	SH_066	SH_106	SH_118	SH_194	SH_228	SH_007	SH_023	SH_057	SH_102	SH_137	SH_191	SH_055	SH_099	SH_214	SH_243	SH_072	SH_105	SH_241	SH_083	SH_038	SH_114	SH_160	SH_231	SH_205	SH_078	SH_149	SH_117	SH_502	SH_065	SH_100	SH_134	SH_189	SH_179	A002_2XSw_0_h_C	A004_2XSw_0_h_C	A006_2XSw_0_h_C	C2_A304_stool	A_302	A_311	A_312	A_413	A_416	A_419	A_422	A_423	A_425	A_455	HY_fresh	Coded	CS	BM	BS	NE	C1_A301_Stool_0h	LDC6	LDC7	LDC1	HP	DA_fresh	CU_fresh	CR	S3_309_0h	S5_363_0h
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	15.4199006891154	12.356800061784	16.1876999935249	18.1591979832395	2.67676000963634	3.00477048869587	0.996517997678113	1.91153002939933	6.25902950115535	15.1074002022881	9.69406929136354	12.1024993807151	0.832248981540717	2.81192045966464	13.5743008964468	0.722136144066161	0.177202981342298	0.473665072319183	2.59209978607401	2.0687898449442	0.112061039818649	7.78524002919465	2.14315945244419	14.7228015378113	0.858343089533768	3.47698024530096	2.97753999922584	0.367126104447377	1.08112013321562	0.268126045171195	0.691707938368823	1.40073062717714	3.58786063580478	2.7605502483391	11.0095002345024	5.59073928667758	17.1462999658789	4.76489938818692	0.706938049839132	0.23466294117704	0.576316092360417	2.5059798113749	0.538816991319658	0	0.945540831173684	0.490648238940786	1.76174010993258	0	18.1250001681638	3.35264004995434	5.68774996757982	0	0.031165488891062	3.26582171129058	0.175810028215751	10.6489993940719	6.5695406464428	1.52537988239321	3.13897087979076	3.79437999400488	10.1539998766289	1.55766039446192	7.36906871041298	0.910816893370666	12.3395025271301	5.11012987383089	0.437801923603564	3.89160982168644	4.57819025344861	9.02923666459998	4.52027050780719	4.80008006072101	1.02154994119959	2.17887994840412	1.64951991283937	10.509701338936	0	0	0.461109968824355	0.207091038628691	0.745041845545375	0	0	1.97759002966385	1.17166019519859	0	6.13265937446874	0.587913989217658	0.73562687177288	1.65935000805283	8.50310929254131	5.71055008063297	2.01746000153327	1.26418028990182	0.100656971661036	5.02835095523583	7.00169002653641	4.64398998639311	6.09853974416626	12.2285039598342	0.800509052441348	2.14703948979901	0.994625929530753	1.3434901909637	3.62239033898329	0.359243963723545	5.13039971362109	1.98546978543028	0.519976989704456	15.6833982746694	6.52056877882788	0.316370054118262	2.72227024636546	0.786384966413498	1.10227987598249	7.29074005263914	0	4.52143997296179	0.743971084061293	3.87304019946157	4.93056858113028	3.77053052851526	9.62033044907703	1.35965992298886	0	0.585021080732909	1.52764003143883	0	0	0	0.141149006873957	0.333765021070586	0.365755903455072	2.38934952879638	3.92292989466933	0.478089880702232	0	1.16725045458569	1.74134980890427	4.63719970136434	3.25894107349519	3.75695015223162	1.16780062784465	3.75246047697525	3.46358012098285	23.5695047374704	2.82814966497739	0.490534033454421	1.22529003510456	3.69727025429825	6.03923860922374	2.52417996365181	1.74347996844301	1.9984703830668	7.78408025298261	0.672559857625804	0	53.1941854620291	0.501133135802069	9.06320854345175	1.14064990660359	7.08394914560489	3.70122962802642	0.633600806815114	0.360744966966583	0	0	0.941446908962084	6.4725991757145	0.904779163249304	0.58553315215079	1.32253033977127	4.15003824651339	12.6082039520415	0.459002027586022	1.03531057554986	2.08683939619389	0.875452892459366	6.95888982463598	2.03674026919596	0.377105965306251	5.31084026347079	1.37644995157649	1.75015996321164	1.27527001991972	1.46332967958933	2.57461076017957
PWY-6922: L-N&delta;-acetylornithine biosynthesis	0	2.15271001076355	0.898894999640442	0.116720987036967	0.671785002418426	0	0	3.49427005374187	2.89110976957855	1.325840017753	10.9203992017188	16.570999152062	0.226190994983084	5.85636095733933	2.40606015889621	1.44435028814788	1.47998984417187	1.03248015763907	2.46883979624665	3.15993976316251	0.388068137892251	0.20929600078486	3.08742921119271	0.123031012850712	0.362108037771489	3.96037027940412	0.857526999777043	1.98255056403564	0.254649031377854	0.097942616500393	0	1.78830080071168	1.50551026679147	0.924389083158042	3.43210007310373	1.34202982877041	2.18000999566178	1.65637978732084	0.821739057932603	1.79857954915006	0.693703111172861	1.69564987236843	0	0	0	0.896945436803458	0.308407019244598	0.772025174323284	6.10838005667355	0.767081011429507	0.607158996539194	0	0	0.284006148819222	0	4.31398975453398	0	5.93541954237915	3.26173091419794	3.11436999507929	9.31406988683405	1.19347030223442	70.0491877413922	1.2567498528723	6.16085126174234	0.660073983702773	0.507304911475293	0.058029597341084	0	0	0.873261098102152	1.46091001848051	1.1071699362713	1.82728995672977	1.42090992491912	3.00323038261155	0	1.1388797372035	1.80055987826415	1.79023033393166	0.614893872526351	0.955069142305302	0.827329847026711	2.23667003355005	2.26897037801046	0	0	1.98910996351972	1.78148968946853	0.482070002339486	2.86439976168194	0.687875009712795	3.50798000266606	0.740180169738117	2.19040938331214	1.92113036495714	1.66859000632396	0	4.74088980111967	0.61439419895313	1.51227009906881	1.3003496909979	2.47606982457045	0.852971121241315	1.35967012723793	0.050129494937924	10.2027994304797	2.63338971540957	0.862802982916501	0.727648919951343	1.50113971886655	0.629560107692552	3.86981035021784	0.248002989407792	0.821791907540193	3.26943002360529	0.051224611865157	3.25102998055884	0.113575012832841	0.400947020648772	0	0	1.95770009138544	0.766669956575814	1.57462980742277	0.795589109791297	4.43019009117331	0	0.236844957367908	4.57884106142115	0	0.065381004127503	0	3.26598935591424	0	2.79093930357691	4.15986068138518	0.192172074841414	2.69185970459532	3.57034977006947	1.74618057519188	1.72696006997642	2.06517111029794	3.42174043493743	1.99949006984219	4.13698083153315	3.00675964381925	6.55442044701148	0.460050013180433	1.59340010959406	2.05581952656532	7.29883989489671	1.69472996932539	3.64628069891908	2.37290007711925	1.39241970523867	0	0	1.49142040416002	0.372211940181819	2.52275979343643	4.07896950803549	0	1.4271895648499	0.840896922999069	0.927880918439267	0.930931011078079	0	1.49697980935962	0.573772103525701	0.630024163711779	0.468579120382662	2.27029904074644	0.3992091251321	1.06928006426373	0.329269183047324	0	0.529142935000082	3.69930990677739	0.461610061011002	6.8159293729345	0.066697203308848	0	0.16136299660815	0	0.501999890082104	0.428598126547883
PWY-7268: cytosolic NADPH production (yeast)	0	0	0.48930099980428	0	0	0	0	0	0.442928964698562	0	0	0.197729989882156	0.181321995978278	0.259107042356228	0	0	0	0	0	0.246617981515982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25322798093953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.437680999308464	0.224009997278278	0	0	0	0	0	0	0	0	0	0	0.902812011420572	0	0	0	0	0	0	0	0	0	0	0	0	0.550230091668333	0	0	0	0.328552942729937	0	1.93894983867937	0	0	0.235492054003038	0	0.362537068871167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.461857867091162	0	0	0	0	0	0	0	0	4.63435107428892	0	0	0	0	0.198143994679834	0	0	0	0	0	0	0	0	0	0	0	0	1.47125010033926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99480915714725	0	0	0	0	0	6.04648984762846	0	1.53922985839085	0	0	0	0	0.036355492039602	0
PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)	0.065849602942819	1.37133000685665	0.246368999901452	0	0.929123003344843	0	0	0	0.904194927935664	0.133101001782222	0	1.14910994120004	0.020687399541154	0	0	0	0	0	0.233011980769521	0.380915971450348	0	0	0.157534959751393	0.108022011283007	0.053125305541501	1.3358000942407	0.170683999955622	0	0.10304601269733	0	0	0	0.310261054981362	0.059156805321746	0.596218012699444	0	0	0.282684963703251	0	0	0.039536706336153	0.123343990715898	0	0	0	0	0	0	0.069795500647563	0	0	0	0	0	0	1.05076994021119	0	0	0	0.409606999352821	1.06119998710642	0	0	0	0.191137039144866	0	0	0	0	0	0	0	0	0.114012997300172	0	0.336022042809208	0	0.067356284457537	0	0	0	0	0	0	0	0	0	0.54381299002647	0.062034089186838	0.1127550005472	2.41144979936738	0	0	0.349840080225327	0.046488686911575	0.243091046180006	0.645683002447139	0	1.27961994631994	0	0.12266600803585	0.619133852875223	0.501347964479497	0	0.443924041542412	0	1.6676299069129	0	0	0.290715968018336	0.209558960753798	0.038334906557569	0.328103029693324	0	0.24357497259538	0.765737005528621	0	0.260413998442724	0	0	0	0	0.729924034072854	0.112430993631909	0	0	0.521748010737574	0	0	0	0	0	0	0	0	0	0	0.130903050980193	0.032330196452084	0.325968979007598	0	0.74999803038992	0.062157533417755	0.143080018186901	1.06730003728079	0.93069318706933	0.18955697754508	0	0	0.637229043828614	0.172724960223169	0.93242498657308	0	0.716576137353314	0.798131025939258	0.155658967048553	0	0	0	0	0.44603896347833	0	0	0	0	0	0	0	0.474922939518564	0	0	0	0	0	0	0	0	0	1.35067996596286	0.101644013434289	0	0	0	0	0	0	0
PWY-7245: superpathway of NAD/NADP - NADH/NADPH interconversion (yeast)	0	0	0.587440999765023	0	0	0	0	0	0.505501959711494	0	0	0.252689987069853	0.183852995922141	0	0	0	0	0	0	0.25996998051525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22828098281729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.506698999199416	0.292389996447461	0	0	0	0	0	0	0	0	0	0	0.108220001368983	0	0	0	0	0	0	0	0	0	0	0	0	0.51026308500983	0	0	0	0	0	1.77283985249972	0	0	0.237493054461907	0	0.434206082486129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.798432185084565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03452994872985	0	0	0	0	0	0	0.04306289057095	0
PWY-7723: bacterial bioluminescence	0	0	0	0	0	0	0	0	0	0.596541007987684	0	0	0.176040996095411	0.414848067815214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.589146072594579	0	0	0	0	0	0	0	0	0	0	0	0	0.155861988268268	0	0	0	0	0	0	0	0	0	0	0	0	0	0.517699970542872	0	0	0	0.343650999457031	0.5031439938868	0	0	0	0.436118089316985	0	0	0	0	0	0	0.147592001867039	0	0	0	0	0	0	0	0	0	0	0	0	0.382430063712849	0	0	0	0.246041957112426	0	1.87846984371131	0	0	0	0	0.133118025288431	0	0	0	0	0	0	0	0	0.656860061468964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.060227796588698	0	0	0	0	0	0.113325026269874	0	0.116409007348901	0	0	0	0.28349492925951	0	0.655611255327803	0.229741974788116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90161995207918	0	0	0	0	0	0	0	0
PWY-7234: inosine-5'-phosphate biosynthesis III	14.6784006559777	36.2161001810805	35.6413999857434	26.6569970394739	13.1745000474282	3.84941062606814	21.3372999502841	32.3112004969463	12.7544989834664	26.517100355064	33.9363975192493	29.1789985069106	27.1534993977354	9.48194155001298	23.8751015767117	23.4869046856375	42.3338955426642	53.8427082207047	38.2092968465867	15.5344988356893	20.8701074157753	21.4510000804412	30.0292923278161	17.6316018416384	8.28039086372757	38.8783027428643	22.7427999940869	26.5707075593663	83.0137102289494	15.6671026394368	35.0064968809211	23.569210553114	37.0526065660924	28.5295025665141	24.7957005281484	12.9057983533492	29.5910999411137	21.1327972865488	30.5860021563131	37.0886907029779	17.5282028090698	21.3906983899221	13.1671997878764	30.9071947272326	5.54077901069391	18.4684089939305	16.7023010422236	37.0775083721014	25.0358002322822	23.3070003472743	10.949299937589	51.5767963432051	17.1094939013209	24.1569126582222	7.31473117394121	29.4900983220134	17.972601768504	24.4784981127078	53.2368149212145	19.3973999693521	34.5752995799101	43.6938110650207	0	23.0456973020402	18.3846037651669	15.948199606239	16.1788971767824	11.3376994805066	29.6879016435222	13.8363948888357	19.8571022307469	22.38340028315	29.0918983254703	17.3824995883824	11.1304994118644	34.8537044403619	37.095306354426	31.1043928226614	25.716698261294	30.4438056786831	31.8066934061544	29.7996044401411	91.1381831485499	88.8495013327425	18.4166030682061	4.23606175034072	31.4162967955377	22.3145995907502	31.4123945245055	12.8843000625275	36.1565969917711	16.2105002288923	25.5269000194004	26.5896060975285	15.0527957620359	18.6365035403766	46.7117001770374	9.62004997181325	17.8369992517379	25.9015083874264	22.8268014953838	24.1121942702193	44.360296857073	32.0088045497315	22.7004021243036	10.3887989509391	29.6373983456404	22.5029975681011	14.5695997115219	15.4612982991026	38.0225928791288	8.00645136958357	54.3879049221054	20.9539991050547	29.714096656867	20.8080001502338	13.1978030570071	37.1113997780738	13.4622015210942	24.3065012517848	23.7822931561695	47.6431066781343	32.1293014997958	20.0124988664921	17.9245978078217	10.315601423553	34.9085007184169	4.20673956249909	12.8452976878464	32.9144076298888	30.6396014921486	15.4296009740707	22.9651939381074	43.6404913936587	25.5777993132361	28.032393005077	74.7602122457228	5.64712219927174	32.2558964602379	26.0498983223865	12.5252041258022	22.6216009166273	25.3831136467234	13.6518017352805	10.0798003520874	18.4282037040689	22.1363973777224	8.74363059631561	105.233003014926	29.3137020161964	26.9094938030127	42.111599393593	38.2365993079175	23.5544045149083	25.9494008433555	9.50419798805633	0.913560244852417	2.99376918180288	15.8432042933499	18.3792970462632	19.0555984397276	15.1783981693334	16.8494983066254	40.5349876408823	29.5874972906729	66.1638941841937	5.76789006863789	16.935398362347	36.4865953534321	18.5610033489618	12.6430032852844	4.64007119208069	4.9635679027784	7.23931226916243	16.6829010026424	18.112910069329	19.9705942217083	9.6564588138006	16.7131995788274	12.1544016064473	40.8835962387091	19.7692009807501	13.6743995189346	13.1377997238435	22.9655003587211	24.7296945851861	31.2628092306571
PWY-7560: methylerythritol phosphate pathway II	70.7511031618668	41.1585002057925	48.4659999806136	32.1925964246902	65.6323002362763	116.439018937642	55.327899871086	59.7765009193626	62.7024950026112	47.5925006372636	39.1800971359349	55.7905971451951	73.1794983768787	59.0127096468076	45.7511030214028	40.8554081506539	44.1677953495728	28.9319044173232	33.9890971948798	52.8700960373863	26.9606095799134	45.522400170709	51.6350868077517	39.0620040800654	42.6638044502614	54.241403826731	38.3804999900211	39.1687111434983	54.148206672142	37.6274063390891	36.7219967280701	19.6610088032167	18.8733033445381	24.3497021904992	47.6557010150664	18.8175975990627	15.699999968757	56.0466928036046	40.9398028862561	59.3676851183024	65.9603105707994	48.6849963354803	48.4687992191676	83.4652857608223	49.5302911563665	20.0745097760855	45.57660284398	50.0588113032796	30.7222002850406	42.8215006380404	102.293999416924	32.2025977168358	47.8459829452994	136.852071710486	53.4797085829584	44.4996974679672	15.7386015486784	48.4314962659316	22.5442063186901	40.1363999365845	40.7344995050758	23.1423058605575	49.894291268499	22.2977973895969	29.251005990606	49.3783987808473	62.1153891608646	109.323994990775	37.6117020821838	127.988952720881	90.4377101597724	11.0680001400102	27.2953984288769	39.4057990668707	30.6912983782718	43.2538055105348	44.4427076130358	29.0650932932297	33.9150977070002	37.3054069585776	58.4106878908803	42.8014063774095	32.3560940173582	20.524400307866	30.4948050804345	73.8925305323936	57.4869941363266	53.0940990262542	60.4766894583083	94.0257004563067	64.2453946547832	36.0651005092392	55.7663000423824	45.1463103529519	91.9933741001855	40.6130077152531	38.7262001467723	31.2386999084706	35.6313985052628	39.6741128472712	73.984704846738	34.574691784016	32.7228976815827	34.5272049076969	25.6824024033592	18.4010981418571	35.1593980374024	42.006995460304	45.4806990994822	39.2012956874655	57.9161891534561	41.8883071654138	39.5852035824609	69.2538970421661	31.4344964633048	44.2119003192099	26.5247061439177	40.4501997581078	31.8658036005171	16.4728008483492	31.2282910134347	31.1919043721692	44.5968020817787	45.4149974276946	123.544984890448	109.097015055388	47.1941009712546	37.35009611559	115.199979264004	43.8474101642681	77.5765037779757	28.4289017947166	27.1095928441519	96.287881011067	93.2994974949085	47.6530881091249	33.2558054473009	45.8497178561726	44.5929951063647	34.8191977576437	18.3457060430756	28.6876011624216	26.2584141173112	64.7233082269797	66.4168023199389	59.5411119677635	52.0246938371548	87.5663059720221	27.5491007892817	42.9438029536748	43.0677900819186	45.2969993477232	36.9661993309118	30.1906057869353	53.3152017327441	41.1059912982727	38.0658102023984	70.1910808167776	67.6694183377357	49.7726920010307	42.4987965201985	55.211193340978	123.153987623024	72.1592779986361	27.4056974904603	35.9934968361716	108.601001292352	43.8871957561082	72.8106907275586	95.1099171606824	45.6031118499686	38.4780098853855	69.0176708384467	26.6047083392458	36.5566021970518	114.151063458859	125.729963621292	83.3181897651936	47.7764987960322	24.872603287412	66.982293837629	24.2260012018519	26.9881990505552	51.3855989198747	23.86620037279	49.7134891147344	58.1185171600734
PWY-7376: cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.384114971210583	0.261181092805478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1066430519341	0	0	0	0	0	0	0	0	0	0	0	6.37881950819302	15.0918042299309	0	0	0	0	0	0	0.429104989405398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.235393010988146	0	0	0	0	0	0	0	0	0	0	2.73747946014168	0	0	0	0	0	0	0	0	0	0	0	0	0.312120963026151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.534510297144964	0	0	0	0	0	0	0	0	0	0	0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	35.4653015849443	52.5305002626525	53.0691999787723	53.1076941018595	61.0194002196698	37.111006035734	42.9002999000423	26.9812004149709	55.312195591618	49.858700667608	45.5152966728318	45.4609976737607	47.3439989499101	21.2349034712697	31.2936020666295	40.4646080726893	15.6982983471262	42.4386064795264	34.8350971250594	43.314796753556	33.0976117605744	43.182400161934	35.8686908359082	26.9503028149861	38.5757040238317	44.3352031278486	31.6572999917691	21.7499061878483	15.675401931523	22.8742038536171	33.6399970026763	23.6143105733076	36.4714064630979	14.4367012987257	51.2268010911309	24.8666968272582	29.0987999420934	43.072694469466	41.3271029135608	42.4832893507138	45.3783072723275	50.1757962232678	50.1059991927924	56.2917903966206	11.8063978919677	19.5068094996212	33.1543020688285	43.7438098773523	38.4102003563698	42.1074006274003	59.9108996585079	46.4275967082834	22.7558918886623	40.1086210169174	62.4675100254107	53.8623969352296	54.3064053437503	38.9008970007408	67.4226188972116	32.9739999479011	42.4974994836554	17.6295044644957	0	27.3774967949165	27.7950056924172	19.0018995308431	16.0999971905505	63.8605970739074	15.694400868842	74.6551724223793	51.5286057887236	45.1958005717269	54.390496869283	38.3974990907472	23.7958987426247	40.9051052113104	46.7264080042337	16.697196147122	10.4298992948345	31.6340059006911	12.245897461303	40.7341060693818	22.7011958025489	32.296600484449	40.5504067556978	38.3379158412268	29.1794970236913	35.899399341605	54.325890530454	58.4100002834637	39.7293966945142	20.4905002893259	52.0954000395925	49.3653113204532	37.9698893099574	33.8343064275032	37.8930001436145	53.4474998433988	44.9465981144902	24.4248079092413	38.4650025198423	34.8382917213767	44.9138968178504	45.2742064352757	24.3041022743779	28.9232970793255	45.5283974586048	42.8145953730267	38.049899246612	16.8926981416343	52.5439901595615	47.0897080551655	44.311204010164	37.7873983861002	27.1681969433062	54.3491003924005	29.770806895812	49.8339997019927	30.2071034131006	26.3657013578336	26.7917922901259	45.9166064361307	49.8105023251542	28.2245984013587	13.6788983270707	68.4773094498687	43.1650008883357	21.322297782481	63.4058885869401	18.6620043260392	54.3315026459442	56.9939035980251	42.1588888717397	61.4597878795152	51.874898607159	18.2695954411878	23.8807039116593	28.946111273063	28.2017969051348	38.2993975335188	53.1552175093287	46.1156018686042	25.9811139682263	37.4486047600921	36.7975012853367	25.664005158465	49.1216941810441	25.9390017690399	40.6938011658774	51.7548035596954	34.9590919492707	46.2481993340259	40.292599270704	47.2161090503838	48.6103015798348	15.6478966874967	16.2906043662078	54.0824852192568	42.5835115397058	21.2874965788864	31.5492974167435	57.125993110034	70.3350929313232	42.0320871844166	26.7095975542022	47.2288958485801	75.3129008962235	25.6718975175275	51.1576934850678	56.9575102768436	29.7832077391665	39.9433102618358	11.3274952138727	16.3930051383875	37.6950022654696	50.7339282040054	64.6016813081495	16.0495980284674	36.482499080641	27.6234036509853	38.6540964438231	27.3022013544622	18.2256993588199	25.299999468194	33.7951005278795	19.6356957005681	29.9937088559425
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	26.7109011937102	49.1271002456355	49.395099980242	48.289194637002	57.2299002060276	25.6791041764495	31.5118999265773	17.6572002715677	43.7937965096344	48.0361006432034	43.1813968434399	40.456497929841	35.3865992151252	13.7086022409452	22.1526014629578	37.0243073863493	10.3472989105329	27.7109042309009	26.6135978035798	41.6634968773209	24.2749086256033	32.4612001217295	33.4065914649499	24.5821025676252	31.1475032489961	39.3834027784991	22.4648999941591	13.6334038787034	13.9706017214575	15.2945025766648	32.4972971044908	16.1363072250316	22.9240040623628	9.279290834765	30.8697006575246	16.8351978519971	20.4184999593672	29.8500961672477	36.2013025521918	30.87609226029	35.4112056749998	38.5015971019848	39.9790993559367	41.8972928523218	8.5867084668432	12.8181062422896	24.306201516707	33.3762075363477	34.70360032198	30.670000456983	47.7860997276192	32.3814977041518	14.9321946774192	29.926215681337	44.7873071879149	52.9823969853016	30.1614029678821	22.9281982322359	24.9348069887277	24.1677999618149	33.8301995889631	10.9838027815382	0	18.5515978281644	19.5063039948911	12.5425996903232	10.3718981901038	64.7643970324953	10.0794005579956	65.2671758903052	42.7568048032994	34.9807004425059	43.1528975161192	35.6677991553865	23.219398773087	38.2225048695471	44.0008075373383	10.8088975058469	6.60540955340826	21.8114040684812	7.838758374947	28.716604278774	15.9550970499026	22.347800335217	30.4500050729708	26.1778108166714	19.8408979762284	25.9329995243888	44.6727922130856	49.4112002397926	36.1075969958479	13.4806001903461	39.9253000303432	35.2240080775695	26.5879925144166	27.6554052536973	29.9508001135135	40.4762998814045	34.3342985596762	16.6646053963325	24.7321016202	26.7861936347968	33.1003976548368	32.8526046696692	16.7434015668475	19.5434980264976	32.591598180737	29.7630967835021	29.6781994123717	11.018198787888	39.7960925469878	32.7560056032423	33.2650030104828	24.8729989376742	19.2320978361967	44.4959003212604	20.342304711888	38.45819977002	20.9082023624178	24.6468012693103	18.2690947427026	31.5204044182151	45.0185021014637	19.6627988862991	8.66439894034401	56.7190078272231	31.460300647453	13.8434985602761	49.5910910736036	11.8793027537412	37.2857018158137	44.4987028092031	31.9447915678528	47.3983906525634	42.0368988713093	13.9014965311596	14.817802427156	19.8452077287161	18.7748979396427	32.7735978893803	45.6796150468652	37.0660015019144	18.7991101069656	25.5137032430468	23.7806008306564	17.9707036121114	44.4010947402463	16.780601144437	25.6419007346405	43.4612029892615	28.105293527632	33.5942995162421	30.9014994406829	33.5197064250573	45.8570014903525	10.0409978744212	10.7030028686188	40.4158889543376	32.9020089161154	14.3302976969779	22.5104981568404	47.4462942775025	56.4057943312177	29.2909910691768	17.6926983798796	32.8621971114129	60.3377007180186	17.0499983512652	40.8780947941746	49.8353089917848	20.3878052977712	29.5657075957259	7.11300699459095	38.64211211237	27.5129016535254	35.6029197923752	45.9149867149578	10.3544987280534	30.4677992322115	19.3950025634375	27.9766974261438	19.2561009552952	25.908299088546	16.8203996464352	23.818500372045	12.3168973030922	21.1191062356273
