level3	SH_119	SH_154	SH_162	SH_106	SH_118	SH_194	SH_114	SH_160	SH_065	SH_179	SH_069	SH_093	SH_237	SH_045	SH_248	SH_064	SH_089	SH_136	SH_142	SH_250	SH_091	SH_123	SH_124	SH_227	SH_107	SH_200	SH_111	SH_212	SH_053	SH_063	SH_112	SH_133	SH_060	SH_146	SH_236	SH_144	SH_113	SH_143	SH_242	SH_094	SH_253	SH_061	SH_166	SH_230	SH_057	SH_137	SH_191	SH_099	SH_214	SH_243	A_302	A_311	A_312	A002_2XSw_0_h_C	A005_2XSw_0_h_CD	A006_2XSw_0_h_C	A007_0_h_CD_1	A011_0_h_CD_1	A020_2XSw_0_h_CD	SH_013	SH_016	SH_059	SH_150	SH_043	SH_072	SH_238	SH_012	SH_117	SH_073	SH_085	SH_125	SH_024	SH_017	SH_054	SH_082	S5_363_0h	SH_044	SH_086	SH_240	SH_234	SH_151	SH_134	SH_127	SH_077	SH_034	SH_015	SH_103	SH_087	SH_066	SH_096	SH_029	SH_002	SH_198	SH_138	SH_022	SH_079	SH_038	A001_0_h_CD_1	SH_108	SH_031	SH_231	SH_247	SH_033	C2_A304_stool	SH_028	SH_055	SH_051	SH_193	SH_195	SH_014	SH_095	SH_058	SH_071	SH_047	SH_084	SH_050	SH_129	SH_189	SH_007	SH_105	SH_068	SH_104	SH_149	SH_148	SH_110	SH_039	SH_153	SH_021	SH_245
00340 Histidine metabolism [PATH:ko00340]	0.0096622914	0.0105228623	0.0117957027	0.0100951679	0.0098064071	0.0080047493	0.0130586721	0.0122382382	0.010353295	0.0075240314	0.00829782886	0.0112095534	0.00827544081	0.0090278033	0.00836134282	0.0094986216	0.014426708	0.00695124406	0.01188714699	0.0117949069	0.0095864128	0.01104488581	0.00928085972	0.0091991906	0.0056212954	0.0074760003	0.0099478202	0.01019780837	0.00181030365	0.0100194065	0.009132884	0.00633594026	0.0107803486	0.011065232	0.0086305526	0.0063498853	0.00691956691	0.0097523821	0.0089057817	0.00838802561	0.0133494129	0.00627988221	0.0106400331	0.00827770373	0.00905025301	0.0103515869	0.0083041884	0.01460739683	0.00626996633	0.0094687565	0.00847179757	0.00767614995	0.0081956128	0.0041971539	0.004844767	0.0065840133	0.00684177794	0.002163055123	0.010266784	0.0103393397	0.00843386771	0.0072377287	0.0091744084	0.0103588718	0.0072533591	0.009311418	0.01437466199	0.0093117982	0.01022449668	0.0089683596	0.00862656119	0.0104868091	0.0044318878	0.011546555	0.00875924346	0.0092525541	0.0107777965	0.0106415088	0.0091600484	0.00858564845	0.008554235	0.0074385887	0.0073939026	0.0125343767	0.0086348378	0.00976528045	0.00732315867	0.0090966522	0.00989214389	0.010136204	0.01174040988	0.00977912899	0.00842395998	0.0139189953	0.009996637	0.0140660746	0.0121560202	0.00744522614	0.0096139129	0.01070078318	0.0100324313	0.00712192982	0.00985966631	0.00873459388	0.0115751674	0.0096279657	0.0123226384	0.0036536111	0.0096870485	0.0093059091	0.0089939906	0.00984939954	0.0076327429	0.00975442293	0.00803743027	0.0103941335	0.0092049404	0.0090091416	0.0120642796	0.0098119024	0.00908103656	0.0097727701	0.00796824547	0.0098594597	0.01037779515	0.011087434	0.00914928778	0.00495965901	0.0102975177
00362 Benzoate degradation [PATH:ko00362]	0.0004269054	0.000482491617	0.000685504	0.0001942116	0.000336616	2.76639e-05	0.0001154285	0.001169884	0.000390322	1.478018e-05	0.0001436417	0.00100776	0.000264266	0.00036432524	0.000289988	0.000277564	0.0011306968	0.0001874899	0.0004540652	0.000916612	0.000597298	0.000331393	0.0002030224	0.0002292369	0	0.0001121924	0.00024847	0.00021535286	0.00048497135	0.000676118	0.0003663844	0.0001874178	0.000494977	0.0004769692	0.000320319	0.00025400173	0.0002667505	0.000276119	0.0001229823	0.0002976783	0.0005445643	0.0001503535	0.00056304	0.000320008	0.000323566	0.0004614682	0.0010000812	0.000458121	0.0001266021	0.000631346	0.000410238	0.0001430655	0.0002329228	6.55746e-05	0.000465837	0.0001851414	0.0002791611	0.00011631975	0.000334494	0.0002055584	0.0001472852	0.000816126	0.0001382731	0.0003600077	0.000465131	0.00025478655	0.0003461347	0.000943087	9.73028e-05	0.0002004151	0.0004739168	0.0003057632	0.0037067174	0.000433101	0.000422224	0.000261492	0.00044125076	0.000357289	0.0007419272	0.000398794	0.0001289148	0.0002435975	0.0002030824	0.0004948254	0.00066029692	0.0001538067	0.000353075	0.0003267291	0.0001820087	0.0005657713	0.0001946689	0.000464153	0.00045784128	0.0011262001	0.000382716	0.000954923	9.67161e-05	0.0001756894	0.00042432677	0.0006971458	0.000530706	0.0002265417	0.000665531	0.0004708434	0.000390101	0.000501584	0.00027265	0.00010111036	0.0001472259	0.00018176817	0.000207623	0.00049351719	0.000411405	0.0002693048	4.9438e-05	0.00030221132	0.00040927638	0.0003708422	0.00052760594	0.000690217	0.00062397	0.0003182177	0.000491678	0.000215836	0.0001203646	0.0001268484	0.000854617275	0.000553123	7.79298e-05
00364 Fluorobenzoate degradation [PATH:ko00364]	0	9.749e-06	0	5.10425e-06	1.17482e-05	0	1.30466e-05	6.11717e-05	0	0	0	1.06842e-05	1.94538e-06	0.000101209	0	0	2.70752e-06	0	6.47181e-05	3.20955e-05	0	4.33788e-06	0	0	0	1.29156e-06	0	0	0.000390488	0	1.68198e-05	8.04768e-06	0	8.76353e-06	8.94447e-06	1.77484e-05	4.02327e-06	1.37356e-05	0	2.47894e-05	0	0.000111112	4.53085e-05	2.71777e-06	1.69482e-06	0	0	6.91292e-06	9.17173e-06	1.22373e-05	0	0	0	0	0.000250252	0	0.000108884	0.000503765	4.46938e-05	0	2.18227e-06	0	2.8226e-05	0	3.10018e-05	0	5.02642e-06	2.1419e-05	5.94571e-06	0	0.000138544	5.31005e-06	0	0	0	0	1.59782e-05	1.29933e-05	0	0	3.23636e-05	0.000101578	0	0	9.34335e-05	5.14965e-06	9.75726e-06	0	0	0	0	9.10276e-05	0	0	0	2.53589e-05	3.16419e-05	2.07841e-06	0	0	2.5205e-05	3.79207e-05	0	1.13328e-05	0	0	1.13908e-05	0	0	2.05103e-05	0	7.58486e-06	0	1.2092e-05	0	0	0	1.33745e-05	1.87222e-06	0	1.36153e-05	0	1.9756e-05	0	0	0	3.01833e-06	0.000240546	0
00440 Phosphonate and phosphinate metabolism [PATH:ko00440]	0.000991781314	0.00167607695	0.00148091338	0.0014194477	0.0013192978	0.0006839444	0.0014609397	0.0026295514	0.001208801	0.00235085454	0.00144498958	0.00080668026	0.00064984098	0.003462946	0.00124121211	0.0003899374	0.00026615234	0.00139370041	0.002534471711	0.00193461161	0.0009972494	0.0010113306	0.00138461002	0.0013821001	0.0010626784	0.00038598882	0.0012936236	0.00164349995	0.005747511836	0.00103565326	0.0009182808	0.00106234427	0.001562422	0.00092798039	0.000964869399	0.00319793328	0.002208349831	0.0016734343	0.00186417524	0.0018472996	0.00097378836	0.0020178681	0.00159735057	0.00097351155	0.000770675862	0.0007714047	0.0008637654	0.00160421152	0.00037554069	0.00134332701	0.00075639212	0.0020026887	0.000883086	0.0002530004	0.0030917273	0.00068537153	0.0021579592	0.00212640151	0.00062012644	0.001522002871	0.00136007774	0.0011231678	0.00084367306	0.0011727736	0.00268183568	0.00065079871	0.001594011573	0.0016138399	0.00153930269	0.00106323034	0.00173408129	0.00125399447	0.0001850595	0.0008997092	0.000917989	0.000931005	0.00161205432	0.000907814802	0.0004688537	0.0004815813	0.0013264752	0.0012475073	0.00069231001	0.000980828	0.00497977288	0.00164132187	0.0021312687	0.0008558346	0.0010681251	0.0005130446	0.00077689863	0.00368634346	0.0012171975	0.000377514035	0.00135224	0.0014955395	0.00187033849	0.00048103304	0.001280293682	0.000541133	0.0011692756	0.0011609995	0.000872512	0.00095744437	0.00123447647	0.00082180628	0.00157998108	3.19044e-05	0.0011491862	0.00095739293	0.0010965518	0.00116709838	0.0009075751	0.00157684129	0.00076583487	0.002298431	0.00050763778	0.000971900702	0.001499439706	0.0020362481	0.0021112907	0.00116762561	0.0018859977	0.001193554	0.0011764809	0.00162532101	0.00163092848	0.0029875937	0.00099168859
00471 D-Glutamine and D-glutamate metabolism [PATH:ko00471]	0.002280353	0.002612366	0.002793294	0.004605424	0.002988807	0.006488873	0.003062184	0.0016625042	0.003386976	0.004068828	0.002555998	0.004047787	0.003441094	0.002390051	0.002840651	0.003531928	0.005105	0.004152902	0.00324277	0.003438701	0.002941001	0.002149388	0.00245886	0.00337706	0.004084794	0.002869439	0.003967696	0.00406143	0.001410358	0.002436748	0.002726286	0.004314439	0.00336033	0.002787045	0.003485403	0.003953937	0.003496713	0.002799785	0.002904912	0.001899952	0.002260603	0.002226877	0.001977393	0.003938843	0.002826319	0.003559533	0.004215945	0.002937272	0.004812084	0.002166865	0.003220906	0.003352848	0.002227338	0.003999934	0.002603208	0.00322802	0.002421594	0.001753431	0.002792487	0.002917164	0.003216825	0.001955613	0.001787858	0.002772883	0.002363785	0.003972195	0.002784245	0.002330921	0.002974244	0.003049512	0.002099795	0.00304092	0.001216765	0.002457997	0.003354205	0.002662172	0.003232446	0.003696651	0.002462211	0.003308921	0.002432748	0.00243046	0.003616489	0.001252412	0.002487197	0.003068855	0.003496525	0.004016424	0.002163135	0.002986978	0.004235462	0.002753427	0.003217974	0.0016060784	0.00334077	0.002403919	0.002382372	0.003488672	0.002918754	0.003081672	0.00202099	0.003566939	0.003129111	0.002837163	0.003337436	0.00289897	0.002767315	0.004461276	0.002960473	0.004891914	0.00240263	0.002530346	0.00366736	0.002654589	0.004605975	0.004030621	0.004629673	0.00340198	0.001606569	0.002510558	0.001855318	0.00220976	0.002565151	0.002386894	0.002487893	0.003443797	0.002885531	0.00135905	0.002813975
00500 Starch and sucrose metabolism [PATH:ko00500]	0.00686741015	0.00667377133	0.005411057132	0.01120165898	0.00790550919	0.027100217	0.004983892979	0.00257657865	0.00912921214	0.00823976557	0.006414931582	0.00680803564	0.013801858612	0.0089572518	0.013540554218	0.01281215162	0.01349581195	0.01094633008	0.00302321374	0.00316877068	0.0113617121	0.007997956408	0.009096859318	0.00738730172	0.0207027798	0.023193822872	0.01358705904	0.0137468849	0.005047302876	0.008171692304	0.01164138012	0.01195540086	0.006589497172	0.008057382461	0.008355291254	0.00904013432	0.009156314521	0.00803034621	0.006036369515	0.00515156277	0.004297241362	0.00566476158	0.00717766352	0.00798209746	0.007191936281	0.01195122684	0.01147381435	0.0096990953	0.01480573594	0.01031436557	0.01135065768	0.01002826325	0.0109952612	0.01342244154	0.01099778045	0.01236555847	0.00704801091	0.008199821657	0.00918832477	0.006711584354	0.00696470043	0.0057297365	0.00544701504	0.0049110279	0.00778314354	0.01373476386	0.01093805519	0.00825476062	0.00863457114	0.013626502118	0.00822024577	0.008050140432	0.0087310398	0.0093395924	0.01476676414	0.01061924684	0.01318925143	0.007736867922	0.01559942822	0.01286403446	0.00574781606	0.00748283659	0.01443338197	0.0058230557	0.00737340144	0.009582883016	0.00992442771	0.01026951664	0.00521660255	0.0143272911	0.00559355331	0.00815899598	0.00913639823	0.002633415586	0.00827190321	0.00774696324	0.00501954965	0.011096507326	0.00971422	0.01476299305	0.00796719746	0.0142499867	0.01231051061	0.013537553471	0.01010715637	0.00857897865	0.005852686633	0.015409286	0.015954923547	0.01282830621	0.01759838081	0.01227835756	0.0161472274	0.005328756749	0.019704353237	0.01281281695	0.009639107427	0.01331944117	0.003412807767	0.0139527924	0.00454506656	0.0042023053	0.00665215756	0.0058312979	0.008555728472	0.01365985336	0.009466368518	0.00494136767	0.007657417745
00510 N-Glycan biosynthesis [PATH:ko00510]	0.000447186	0.000427091	0.00045834	0.000586277	0.000728957	4.70372e-05	0.000563984	0.000505554	0.000420768	0.000574389	0.000826664	0.000478845	0.000196188	0.00035475	0.000433593	0.000118232	0	7.0283e-05	0.000357269	0.0002866	0.000430182	0.000210222	0.000569103	0.000623464	0.000165808	0.000148367	0.000213503	0.000562573	0	0.000598609	0.000315298	0.00017321	0.000671191	0.000816192	0.00026279	0.000274325	0.000164876	0.000465605	0.000684182	0.000419925	0.00044044	0.000613829	0.000469386	0.000688068	0.000377941	0.000225288	0.000106927	0.000225754	0.00030013	0.000195384	0.000133865	0.000405965	0.000103351	0	5.2857e-05	0.000170782	0.00028376	1.42761e-06	0.000201341	0.000372485	0.00102671	0.000442919	0.000412362	0.000522042	0.000268871	0.000194381	0.000499828	0.000522166	0.000896712	0.000428665	0.000410551	0.000947907	4.05314e-05	3.77921e-05	0.0004448	0.000333904	0.000331345	0.000281162	0.000128885	0.000126356	0.000720643	0.000226785	0.000502741	0	0.000277116	0.000802976	0.000266669	0.000539393	0.000803708	0.000121115	0.000271412	0.000214129	0.000508861	3.2189e-05	0.000634059	6.08511e-05	0.000354225	0.000261786	0.000618535	0.000131619	8.691e-05	0.000325017	0	0.000220689	0.000560275	0.000318667	0.000670412	0	0.000470938	9.46671e-05	7.21566e-05	0.000234713	0.000299895	0.00112017	0.00034872	0.000206385	8.43465e-05	9.75758e-05	0.000430112	0.000249286	0.000563382	0.00011055	0.000594995	0.000536252	0.000725998	0.000346681	0.000787427	0.00010974	0.000951073
00531 Glycosaminoglycan degradation [PATH:ko00531]	4.1386e-05	5.64289e-05	0.0001387846	0.00025536	0.0002086085	0	2.006937e-05	1.54343e-05	0.0003139377	6.27513e-05	0.0004361166	0.00047108	3.42576e-05	0.000280695	6.48389e-05	0.0001389165	0	7.28722e-05	2.12467e-05	2.57399e-05	0.00045516646	0.0009298321	0.0002282966	0.0001420858	0	0.000294637	0.0001785141	0.0004067572	6.00705e-07	0.0001903276	0.0001151066	9.2523e-05	0.0004189355	0.0005522534	5.57108e-05	1.5592e-05	2.703456e-05	0.000159811	0.0005104896	0.0002268719	0.0003437347	0.0001795453	0.0002760326	0.00010363676	0.0001491643	9.31224e-05	5.4823e-05	4.22553e-05	0	5.315169e-05	6.08689e-05	0.0001831471	0.0001085702	7.38624e-05	0.000380492	5.524e-05	0.0002846861	0.000269406	0.0008632941	0.0006293099	0.0001160159	5.56398e-05	0.00028115892	8.32766e-05	7.85227e-05	9.674e-06	0.00051674762	6.51128e-05	0.000284684	0.0003017238	0.0001145895	0.0001975597	0	3.79361e-05	0.000739826	0.0001932298	0.0002984436	0.000388321	3.15979e-05	7.72261e-05	4.83479e-05	0.0001641948	5.75893e-06	0.0001046448	0.00010396495	0.0002074465	4.746679e-05	3.54562e-05	0.000476854	0.0001148072	0.0001018611	5.404692e-05	5.816361e-05	7.98662e-06	0.000175386	3.54299e-05	7.32517e-05	0.0001323855	9.84749e-05	4.25827e-05	6.620198e-05	4.40357e-05	0	5.965589e-05	0.0003037507	0.0001399523	0.0008494799	0	0.0001382775	4.204132e-05	1.744023e-05	0.00016819905	0	5.725451e-05	0.0001220284	0.0001675062	1.03944e-05	8.240492e-05	2.429551e-05	3.08098e-05	0.0001197027	2.1123e-05	8.93207e-05	0.0001953013	0.0001273256	6.59244e-05	9.22332e-05	5.71282e-06	0.0004650996
00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	0.006526339881	0.0064254909	0.00709253842	0.00602649491	0.00841223712	0.002203646	0.0093824997	0.0074619044	0.0050415218	0.00517524904	0.00656578081	0.00515362127	0.002062617095	0.0059258928	0.005071051819	0.00502674364	0.002540660496	0.0018341748	0.00752393818	0.00774086085	0.00449454951	0.00546514756	0.00627819971	0.00621047619	0.0018566795	0.002286919709	0.0026813254	0.00524231665	0.005947317789	0.00684159534	0.00547605279	0.00271294638	0.00689766191	0.00772048172	0.00505966358	0.00244767607	0.00297258442	0.007106141	0.0062243935	0.00683287832	0.009989457949	0.0080918137	0.00901600799	0.006256247825	0.005053872225	0.0050073068	0.00125863054	0.00952356985	0.00306124179	0.00521548027	0.00483374302	0.00360530107	0.0045551794	0.00035091536	0.0036354918	0.002638791458	0.0057392219	0.005743122117	0.00776328124	0.0064546564	0.0077735573	0.0043509174	0.00628057231	0.0074658982	0.00447064546	0.00183688425	0.00986714598	0.00687667975	0.00827365568	0.00554107972	0.00751293599	0.0078712835	0.0004370196	0.0042031162	0.0038751736	0.0052513442	0.00663862282	0.00546970689	0.00283333377	0.00225629888	0.007384115242	0.00706584333	0.003687937811	0.0046013368	0.00565186571	0.006876902264	0.00508898855	0.00497982259	0.0083631324	0.0036012064	0.0036979756	0.00477180157	0.00536523036	0.01168759641	0.00697003537	0.00730889942	0.00805693814	0.00303400163	0.00575603447	0.0033472484	0.00449473353	0.00367128275	0.00044454199	0.00350922934	0.00478552835	0.00491392857	0.007819229186	1.606449e-05	0.005338522823	0.001770501962	0.00201555515	0.00530841814	0.0026936982	0.00918831882	0.00325084031	0.00423702045	0.000973016722	0.00261096976	0.008416884603	0.00334429706	0.00831068333	0.00679791136	0.00668065474	0.0059883767	0.00658558961	0.00407311721	0.007925626634	0.0061448148	0.00856529075
00561 Glycerolipid metabolism [PATH:ko00561]	0.001565500966	0.00185838752	0.00138278073	0.0029372291	0.00202709119	0.005025533	0.00092637823	0.00225299296	0.00144558744	0.0025232446	0.00136919584	0.00102027781	0.002817878807	0.0021263918	0.00243258577	0.00218766121	0.0013910045	0.00257450872	0.00190278476	0.0015792158	0.00145215747	0.00098083434	0.00182383802	0.00171152307	0.0038714469	0.00380635354	0.0024873891	0.0027412955	0.003780385753	0.00147637799	0.00344297347	0.00376895152	0.00141161144	0.00115112729	0.00236725616	0.0028439365	0.003438941	0.0020952223	0.001289146397	0.001922751	0.001252888462	0.0021625875	0.00170036569	0.00209763442	0.001203952475	0.00195418542	0.00180609166	0.00179759446	0.0033869237	0.00206225775	0.00254940026	0.0023250965	0.00268577514	0.003671169	0.0023684022	0.00375300921	0.00262593162	0.003072768104	0.0020487519	0.00142933573	0.00128953617	0.0008684276	0.0014010281	0.0017828294	0.00289584745	0.00253845802	0.00138940942	0.0021465344	0.00164722027	0.00239870659	0.00239288313	0.00140890619	0.0015045955	0.0024882159	0.00260965584	0.00217536065	0.00240458123	0.00123480379	0.0033400479	0.00340293963	0.00171431667	0.0024683347	0.00372758902	0.0011914955	0.0019876486	0.0015579597	0.0028901732	0.0021394615	0.00123948538	0.0035166836	0.0010259355	0.0020340487	0.00208971876	0.00341446104	0.00187555614	0.00199266806	0.00140774843	0.00358865904	0.002349982	0.00363628003	0.0021212534	0.00294424522	0.0023020429	0.00354208933	0.0017920156	0.00224006727	0.00114081586	0.004840529	0.00271088086	0.00358823729	0.00358577575	0.0025369827	0.003357335	0.00120821117	0.00395635136	0.00298717475	0.00172334117	0.00362207933	0.00259621795	0.0038962494	0.0019525161	0.00196483086	0.00159530828	0.0011960426	0.0016746346	0.0026462556	0.00208895555	0.002621224	0.001255337029
00572 Arabinogalactan biosynthesis - Mycobacterium [PATH:ko00572]	3.97274e-05	1.91431e-05	2.9711e-05	8.77342e-05	0.000201842	0.000166201	5.59873e-05	9.71986e-05	0	9.10683e-06	4.07284e-05	0.000133651	4.54113e-05	0.000142455	3.04076e-05	3.13901e-05	8.30348e-05	5.82982e-05	7.15534e-05	0.000108769	2.2146e-05	2.1265e-05	1.76764e-05	1.96172e-05	0	8.71111e-06	5.10329e-05	0.000110172	0.000265339	2.76471e-05	6.22546e-05	4.83062e-05	1.47841e-05	3.85845e-05	3.36165e-05	3.05944e-05	0.000193759	6.04808e-05	4.32593e-05	0.000280522	2.5398e-05	0.000223539	7.89904e-05	6.00766e-05	5.70224e-05	0.000108041	7.4767e-05	0.000225595	0.000151079	0.000161971	9.28699e-05	0	2.08414e-05	0	0.000136158	2.29297e-06	7.82813e-05	0.000181476	6.81602e-05	3.21578e-05	0.000135401	0	0.000102877	3.69805e-05	0.000383961	6.54149e-05	1.72632e-05	7.86585e-05	3.33091e-05	2.51185e-05	7.75393e-05	2.96692e-06	0	0.000204451	1.63667e-05	3.22971e-05	7.1814e-06	0.000127071	5.29085e-05	0	0.000141951	8.44596e-05	0.000147182	0	0.000172288	2.18742e-05	0	5.39586e-05	6.60049e-05	2.33549e-05	4.5888e-05	0.000158009	7.99807e-06	2.61147e-06	1.6501e-05	0.000180908	9.40888e-05	6.45078e-05	7.96571e-06	2.98104e-05	0.000243163	6.91706e-05	9.69378e-05	6.99432e-05	5.35336e-05	0.000291298	7.56366e-06	1.26785e-05	1.6727e-05	0.000159311	2.16299e-05	4.00506e-05	0	2.79913e-05	6.25522e-06	2.76236e-06	0.000161428	0.000217716	0.000150913	8.53904e-05	0.000101927	1.06242e-05	0.000186338	0	2.40228e-05	0	6.17975e-06	0.000154384	2.04424e-05
00590 Arachidonic acid metabolism [PATH:ko00590]	2.87993e-05	9.07899e-06	2.45325e-06	0	2.86795e-05	0	7.1697e-06	4.23805e-05	0	0	7.18019e-06	0	2.12435e-06	0.00011716	0	0	2.69056e-05	1.04137e-05	1.33461e-06	0.000128254	1.19187e-05	6.3903e-06	0	2.14125e-06	0	1.68959e-05	0	0	0.000624611	0	4.05363e-05	6.96692e-05	1.93624e-05	0	1.40312e-05	2.26149e-05	1.33783e-06	4.34711e-05	0	0.000101597	0	0.000195935	3.99093e-05	4.94796e-06	1.92718e-05	2.49251e-05	1.55805e-05	2.03525e-06	3.79751e-05	2.44085e-05	0	0	2.02831e-05	0	0.000139769	0.000227262	9.08908e-05	0.000221674	2.76368e-05	0	1.10248e-05	0	1.21447e-05	0	0.000137998	3.23347e-06	8.378e-06	7.05775e-05	1.94004e-05	2.06592e-06	0.000104174	7.88257e-06	0	0.000134053	0	2.23012e-06	1.25671e-05	8.62839e-06	0	0	6.50855e-05	5.65512e-05	0	0	0.000117812	0	2.33392e-06	1.37791e-05	0	0	2.39713e-06	3.7765e-05	0	9.22889e-06	0	1.75729e-05	6.18511e-05	7.58766e-06	0	1.42534e-05	7.79162e-05	3.59406e-05	0	3.27645e-05	0	1.77132e-05	7.48388e-06	0	1.22316e-06	6.76855e-05	6.8653e-06	3.71402e-06	0	3.74299e-05	0	0	2.1782e-05	9.65556e-06	1.76707e-05	0	4.91324e-05	0.000135438	0.000101935	0	0	4.0848e-05	8.62952e-06	0.000275255	1.73291e-06
00600 Sphingolipid metabolism [PATH:ko00600]	0.000681841	0.000802481	0.000950309	0.000759124	0.001069161	0.000147903	0.00133846535	0.0014792	0.0009383838	0.000594831	0.000855793	0.001190536	0.000479306	0.0009294153	0.001096898	0.000297059	0.00041484902	0.000240632	0.0009356269	0.000930822	0.00075133748	0.0012625064	0.0007597042	0.0007968359	0.0002747819	0.0006623296	0.000521323	0.000838737	0	0.0008793512	0.00065708487	0.0002982248	0.0011457269	0.0011720738	0.000625593	0.0001964106	0.0004551589	0.00084462009	0.000888053	0.000558842	0.0003317365	0.0007437738	0.0010915266	0.0008492247	0.00055622	0.000457332	0.000449344	0.0010490224	0.000267437	0.000997881	0.000277383	0.000405599	0.00047203	8.80443e-05	0.0003283174	0.00021374007	0.0003874829	0.00013560435	0.001875854	0.0007181968	0.0010482929	0.0006983399	0.0003619412	0.0005312303	0.0005705943	0.000562957	0.00103454	0.00092903772	0.0009892716	0.000815059	0.0005976561	0.0008706448	0	0.000665444	0.00045929861	0.0007797783	0.0007628481	0.000806482	0.000302717	0.00028232197	0.0007599909	0.0004662284	0.00049192485	0.001313021	0.000501888	0.0007988559	0.00041766689	0.00059534	0.00112513	0.0005862697	0.00052225239	0.000623682	0.0007503899	6.028704e-05	0.00090469619	0.001142683	0.001445211	0.000332031	0.000616137	0.0003269198	0.0004978249	0.0003191079	0.0002222747	0.0006363702	0.000805649	0.0006079226	0.001177206	1.73938e-05	0.0006423094	0.000570979	0.00024332727	0.000499178	0.000338146	0.0009143064	0.0003563067	0.0007594664	0.0005424999	0.0005981832	0.0013183639	0.0004726879	0.0011369957	0.0003583235	0.000743548	0.000885492	0.0007799976	0.000390409	0.001259534	0.0002765969	0.00116749
00620 Pyruvate metabolism [PATH:ko00620]	0.008571124555	0.00848846131	0.007826848778	0.0083879789	0.00883219117	0.0096180887	0.008803028889	0.00624506188	0.0071122447	0.00732508118	0.00725259465	0.00808366988	0.010603985886	0.0078164025	0.008798644633	0.00718336206	0.006392827821	0.00777136611	0.00818725067	0.00803626152	0.00776438676	0.00600127414	0.00802105581	0.0088877233	0.0081164076	0.00839382581	0.00755489479	0.00749620119	0.007342428472	0.00715597167	0.00911033739	0.009720254942	0.008472845082	0.008244212037	0.00981930629	0.00823200627	0.00884571777	0.00804050455	0.007503813721	0.00872881648	0.009425181383	0.00813698455	0.00792289437	0.008702430071	0.005087671161	0.0073239277	0.00715961279	0.00845827649	0.00925433263	0.00729542148	0.00847794704	0.00767033392	0.00879721833	0.0115392457	0.00894003345	0.01054304932	0.0079750822	0.008031862452	0.00823668493	0.008346064143	0.00879122354	0.0056693151	0.00665248063	0.0079027236	0.00861515093	0.01011339165	0.008262176234	0.0075094362	0.007730928529	0.00849579526	0.00879309852	0.008840401852	0.0093182148	0.0059504649	0.00805044305	0.00770507651	0.00843515311	0.00812246269	0.0094078021	0.01094108833	0.00842826685	0.00760910322	0.009584249306	0.0046255833	0.00834062474	0.006969062495	0.00943471618	0.00895035789	0.00700711225	0.0078762528	0.0061432077	0.00747233876	0.00985136556	0.011562188833	0.00780011516	0.00652901152	0.007355197569	0.009405084318	0.00830167538	0.00898048108	0.00708438523	0.00948889677	0.0072317126	0.010103399889	0.00779068252	0.00879892387	0.007264086089	0.0127525561	0.00825958218	0.007177681835	0.0091730611	0.008104737329	0.0092765568	0.00887263381	0.008629229975	0.008218923212	0.00846413844	0.008985419358	0.005820669824	0.00793040093	0.00723997262	0.00974919904	0.00845441234	0.0059315324	0.008057157482	0.008314735183	0.00861684824	0.00739549593	0.00787078455
00625 Chloroalkane and chloroalkene degradation [PATH:ko00625]	8.34185e-05	0.000261914	0.000106272	0.000310305	2.89783e-05	0.000102745	3.78661e-05	0	0.000153113	0.000804598	0.000258222	8.13161e-06	0.000543068	9.34964e-05	5.84196e-05	3.00997e-05	8.4165e-05	0.00040166	2.33061e-05	1.9316e-05	0.000223286	0.000236977	0.000210569	0.00016374	0.000178296	1.24545e-05	0.000180682	0.000319712	0	6.06613e-05	1.8633e-05	0.000306432	8.50992e-05	2.25798e-05	0.000159602	0.000946232	0.000513153	0.000164537	0.000279892	1.5634e-05	2.08853e-05	1.67327e-05	4.48514e-05	6.12458e-05	0.000143859	9.3252e-05	0.000238514	2.15573e-05	0.000160635	5.95299e-05	7.75948e-05	0.000725293	0.00020993	6.65019e-05	2.53182e-05	0.000160893	4.65784e-05	1.93205e-06	0	0.000278554	2.55086e-05	0.000292489	1.00301e-05	9.65188e-05	0.000437098	0.000588113	4.34858e-05	5.69038e-05	0.000110259	0.000131977	8.91433e-05	0.000110471	0.00199597	2.16947e-05	0.000219067	6.81388e-05	0.000273536	0.000129251	0.00020554	0.000531025	9.13177e-05	0.000212386	6.70023e-05	0	0.000129796	0.000259608	0.000600354	0.000248005	0.00010258	9.10798e-05	5.1395e-05	0.000134606	0.000329177	9.18099e-06	0.000158518	0.000145343	0.000111873	0.000108572	0.000142249	0.000114	3.8505e-05	0.000318961	6.52e-05	0.000176187	8.66129e-05	1.56385e-05	8.34958e-05	0	0.000252013	8.14772e-05	0.000120094	0.000175002	0.000512977	5.19778e-05	0.0001147	0.000666774	0.000113867	0.000104387	3.13882e-05	0.000673107	5.51854e-05	0.000270495	0.000247185	0.000119654	9.47565e-05	0.000110978	0.000105506	3.5884e-05	4.83336e-06
